Gene	ensembl_id
PDE4A	ENSG00000065989
PER3	ENSG00000049246
PKLR	ENSG00000143627
PLCB3	ENSG00000149782
PLCL1	ENSG00000115896
PMPCA	ENSG00000165688
PPDPF	ENSG00000125534
PPP1R14B	ENSG00000173457
PRDX5	ENSG00000126432
PRKAA1	ENSG00000132356
PTGER4	ENSG00000171522
PYGO2	ENSG00000163348
RFTN2	ENSG00000162944
RGS19	ENSG00000171700
RPL37	ENSG00000145592
RPS6KA4	ENSG00000162302
RTEL1	ENSG00000258366
RUSC1	ENSG00000160753
RXRA	ENSG00000186350
S100A9	ENSG00000163220
SAMD10	ENSG00000130590
SCAMP3	ENSG00000116521
SEMA4A	ENSG00000196189
SERPINB6	ENSG00000124570
SF3B1	ENSG00000115524
SHC1	ENSG00000160691
SLC22A11	ENSG00000168065
SLC22A23	ENSG00000137266
SLC2A4RG	ENSG00000125520
SNAPC4	ENSG00000165684
SNX20	ENSG00000167208
SYT11	ENSG00000132718
THBS3	ENSG00000169231
TYK2	ENSG00000105397
UBE2D1	ENSG00000072401
UTS2	ENSG00000049247
VAMP3	ENSG00000049245
YY1AP1	ENSG00000163374
ZBTB46	ENSG00000130584
ZCCHC24	ENSG00000165424
ZGPAT	ENSG00000197114
CTNND1	ENSG00000198561
SLC43A3	ENSG00000134802
TIMM10	ENSG00000134809
TNKS1BP1	ENSG00000149115
ADAM30	ENSG00000134249
ANKRD55	ENSG00000164512
C15orf53	ENSG00000175779
C5orf47	ENSG00000185056
HIF3A	ENSG00000124440
IFI44	ENSG00000137965
IFNGR2	ENSG00000159128
KIAA0408	ENSG00000189367
KSR1	ENSG00000141068
NOTCH2	ENSG00000134250
PPP5C	ENSG00000011485
RASGRP1	ENSG00000172575
RSPO3	ENSG00000146374
SLC38A9	ENSG00000177058
ELF1	ENSG00000120690
MRPS31	ENSG00000102738
PTRF	ENSG00000177469
SLC25A15	ENSG00000102743
WBP4	ENSG00000120688
AKNA	ENSG00000106948
SOCS1	ENSG00000185338
TNP2	ENSG00000178279
IFNA13	ENSG00000233816
IFNA2	ENSG00000188379
IFNA6	ENSG00000120235
IFNE	ENSG00000184995
SLC26A9	ENSG00000174502
APIP	ENSG00000149089
PDHX	ENSG00000110435
FGA	ENSG00000171560
FGB	ENSG00000171564
FGG	ENSG00000171557
NOC3L	ENSG00000173145
PLCE1	ENSG00000138193
LYZL2	ENSG00000151033
DRG1	ENSG00000185721
EIF4ENIF1	ENSG00000184708
INPP5J	ENSG00000185133
LIMK2	ENSG00000182541
MYH9	ENSG00000100345
PATZ1	ENSG00000100105
PIK3IP1	ENSG00000100100
PLA2G3	ENSG00000100078
RNF185	ENSG00000138942
SFI1	ENSG00000198089
SMTN	ENSG00000183963
ARHGAP22	ENSG00000128805
FAM172A	ENSG00000113391
HS6ST3	ENSG00000185352
NR2F1	ENSG00000175745
PLXDC2	ENSG00000120594
POU5F2	ENSG00000248483
ARHGAP42	ENSG00000165895
CAPZA1	ENSG00000116489
FES	ENSG00000182511
FURIN	ENSG00000140564
GNAS	ENSG00000087460
GUCY1A3	ENSG00000164116
LRIG2	ENSG00000198799
MECOM	ENSG00000085276
NEK10	ENSG00000163491
SLC16A1	ENSG00000155380
SLC4A7	ENSG00000033867
STX16	ENSG00000124222
ZNF831	ENSG00000124203
FGF21	ENSG00000105550
SMOC1	ENSG00000198732
ARHGEF19	ENSG00000142632
BAG3	ENSG00000151929
C1orf64	ENSG00000183888
CLCNKA	ENSG00000186510
CLCNKB	ENSG00000184908
FAM131C	ENSG00000185519
HSPB7	ENSG00000173641
INPP5F	ENSG00000198825
TMEM51	ENSG00000171729
ZBTB17	ENSG00000116809
ARC	ENSG00000198576
BAI1	ENSG00000181790
CYP11B1	ENSG00000160882
CYP11B2	ENSG00000179142
ADAMTS13	ENSG00000160323
MED22	ENSG00000148297
OBP2B	ENSG00000171102
REXO4	ENSG00000148300
RPL7A	ENSG00000148303
SLC2A6	ENSG00000160326
SURF4	ENSG00000148248
SURF6	ENSG00000148296
AGAP3	ENSG00000133612
ARHGAP24	ENSG00000138639
KCNH2	ENSG00000055118
MYH6	ENSG00000197616
MYH7	ENSG00000092054
RBM23	ENSG00000100461
RCAN1	ENSG00000159200
SCN10A	ENSG00000185313
SCN5A	ENSG00000183873
SLC22A18	ENSG00000110628
SLC22A18AS	ENSG00000254827
TBX5	ENSG00000089225
DYRK1A	ENSG00000157540
KCNJ6	ENSG00000157542
TTC3	ENSG00000182670
ORM1	ENSG00000229314
ORM2	ENSG00000228278
ZBTB41	ENSG00000177888
ASPM	ENSG00000066279
DBN1	ENSG00000113758
DDX41	ENSG00000183258
DOK3	ENSG00000146094
F13A1	ENSG00000124491
F13B	ENSG00000143278
FAM193B	ENSG00000146067
FGFR4	ENSG00000160867
LMAN2	ENSG00000169223
LY86-AS1	ENSG00000216863
MXD3	ENSG00000213347
NSD1	ENSG00000165671
PDLIM7	ENSG00000196923
PRELID1	ENSG00000169230
PRR7	ENSG00000131188
RAB24	ENSG00000169228
SURF1	ENSG00000148290
UIMC1	ENSG00000087206
UNC5A	ENSG00000113763
ZNF346	ENSG00000113761
APOL2	ENSG00000128335
HNF1B	ENSG00000275410
GREB1	ENSG00000196208
VEZT	ENSG00000028203
CDC42	ENSG00000070831
CBX1	ENSG00000108468
CDK5RAP3	ENSG00000108465
COPZ2	ENSG00000005243
NFE2L1	ENSG00000082641
PNPO	ENSG00000108439
PRR15L	ENSG00000167183
SKAP1	ENSG00000141293
SNX11	ENSG00000002919
MCPH1	ENSG00000147316
C1orf63	ENSG00000117616
CR1L	ENSG00000197721
ADH1B	ENSG00000196616
ANP32A	ENSG00000140350
CORO2B	ENSG00000103647
DENND4A	ENSG00000174485
GLCE	ENSG00000138604
LARP6	ENSG00000166173
MEGF11	ENSG00000157890
NOX5	ENSG00000255346
PDE4D	ENSG00000113448
PIAS1	ENSG00000033800
RUNX1	ENSG00000159216
THSD4	ENSG00000187720
UACA	ENSG00000137831
ABHD12	ENSG00000100997
ABLIM3	ENSG00000173210
AFAP1L1	ENSG00000157510
ALOX5AP	ENSG00000132965
ARHGEF37	ENSG00000183111
B3GALTL	ENSG00000187676
BCL2L2-PABPN1	ENSG00000258643
CHRM2	ENSG00000181072
CSNK1A1	ENSG00000113712
EFS	ENSG00000100842
ENTPD6	ENSG00000197586
FCRL6	ENSG00000181036
GINS1	ENSG00000101003
HSPBAP1	ENSG00000169087
HSPH1	ENSG00000120694
IL25	ENSG00000166090
ITPR2	ENSG00000123104
KCNQ2	ENSG00000075043
NANP	ENSG00000170191
NINL	ENSG00000101004
NMU	ENSG00000109255
PABPN1	ENSG00000100836
PAG1	ENSG00000076641
PDE6A	ENSG00000132915
PLOD3	ENSG00000106397
PYGB	ENSG00000100994
SCAF4	ENSG00000156304
SEMA5B	ENSG00000082684
SH3TC2	ENSG00000169247
SLC22A17	ENSG00000092096
SYK	ENSG00000165025
ZNF337	ENSG00000130684
IGFBP2	ENSG00000115457
CCDC117	ENSG00000159873
CHEK2	ENSG00000183765
EMID1	ENSG00000186998
EWSR1	ENSG00000182944
HAP1	ENSG00000173805
HEATR3	ENSG00000155393
HSCB	ENSG00000100209
KREMEN1	ENSG00000183762
KRT14	ENSG00000186847
KRT16	ENSG00000186832
KRT17	ENSG00000128422
KRTAP9-7	ENSG00000180386
NKD1	ENSG00000140807
RHBDD3	ENSG00000100263
RPA1	ENSG00000132383
SPIRE1	ENSG00000134278
TTC28	ENSG00000100154
XBP1	ENSG00000100219
ZNRF3	ENSG00000183579
BUB1B	ENSG00000156970
EIF2AK4	ENSG00000128829
FSIP1	ENSG00000150667
IVD	ENSG00000128928
PAK6	ENSG00000137843
SRP14	ENSG00000140319
CD7	ENSG00000173762
DSCR3	ENSG00000157538
LRRC45	ENSG00000169683
NPLOC4	ENSG00000182446
PDE6G	ENSG00000185527
PIGP	ENSG00000185808
SIM2	ENSG00000159263
ALDH8A1	ENSG00000118514
HBS1L	ENSG00000112339
OR51A4	ENSG00000205497
OR51B6	ENSG00000176239
OR51I1	ENSG00000167359
PAX3	ENSG00000135903
FARSB	ENSG00000116120
ABCB11	ENSG00000073734
CRY2	ENSG00000121671
G6PC2	ENSG00000152254
GLIS3	ENSG00000107249
IGF1	ENSG00000017427
MAPK8IP1	ENSG00000121653
MTNR1B	ENSG00000134640
PROX1	ENSG00000117707
SEC22A	ENSG00000121542
SLC2A2	ENSG00000163581
SLC35C1	ENSG00000181830
TRAF5	ENSG00000082512
AFF4	ENSG00000072364
MSL2	ENSG00000174579
NCK1	ENSG00000158092
PCCB	ENSG00000114054
PPP2R3A	ENSG00000073711
STAG1	ENSG00000118007
CASKIN2	ENSG00000177303
CD300A	ENSG00000167851
CD300LD	ENSG00000204345
CD300LF	ENSG00000186074
PLRG1	ENSG00000171566
RAB37	ENSG00000172794
DCHS2	ENSG00000197410
FAM83C	ENSG00000125998
TCF4	ENSG00000196628
ALG12	ENSG00000182858
C22orf34	ENSG00000188511
CA10	ENSG00000154975
L3MBTL4	ENSG00000154655
MYO10	ENSG00000145555
MYPN	ENSG00000138347
OR1L3	ENSG00000171481
OR1L4	ENSG00000136939
OR1L6	ENSG00000171459
OR1Q1	ENSG00000165202
OR5C1	ENSG00000148215
PBLD	ENSG00000108187
TANC1	ENSG00000115183
GGT1	ENSG00000100031
ELN	ENSG00000049540
LIMK1	ENSG00000106683
ZNF827	ENSG00000151612
TTC33	ENSG00000113638
ZBTB20	ENSG00000181722
LOXL1	ENSG00000129038
SRBD1	ENSG00000068784
TMCO1	ENSG00000143183
C14orf39	ENSG00000179008
PPM1A	ENSG00000100614
SIX4	ENSG00000100625
SIX6	ENSG00000184302
NEDD9	ENSG00000111859
COL11A1	ENSG00000060718
PXDNL	ENSG00000147485
ST18	ENSG00000147488
NADSYN1	ENSG00000172890
SHANK2	ENSG00000162105
AMICA1	ENSG00000160593
CD3D	ENSG00000167286
CD3E	ENSG00000198851
CD3G	ENSG00000160654
FAM49B	ENSG00000153310
MPZL2	ENSG00000149573
PHLDB1	ENSG00000019144
TMEM25	ENSG00000149582
UBE4A	ENSG00000110344
CHRNA4	ENSG00000101204
GMEB2	ENSG00000101216
NKAIN4	ENSG00000101198
KIF26B	ENSG00000162849
SLC25A24	ENSG00000085491
APOL1	ENSG00000100342
ANK1	ENSG00000029534
ATP11A	ENSG00000068650
C13orf35	ENSG00000197595
CAMK2B	ENSG00000058404
GCK	ENSG00000106633
HK1	ENSG00000156515
KCTD17	ENSG00000100379
OR10Z1	ENSG00000198967
OR6P1	ENSG00000186440
OR6Y1	ENSG00000197532
SPTA1	ENSG00000163554
TMPRSS6	ENSG00000187045
TUBGCP3	ENSG00000126216
YKT6	ENSG00000106636
ABCG2	ENSG00000118777
PKD2	ENSG00000118762
RBM47	ENSG00000163694
RHOH	ENSG00000168421
CD5L	ENSG00000073754
FCRL1	ENSG00000163534
FCRL2	ENSG00000132704
FCRL3	ENSG00000160856
GTF2A1	ENSG00000165417
SEL1L	ENSG00000071537
TSHR	ENSG00000165409
CCDC69	ENSG00000198624
CSF1R	ENSG00000182578
DPYSL3	ENSG00000113657
FAM114A2	ENSG00000055147
GRIA1	ENSG00000155511
PPP2R2B	ENSG00000156475
SYNPO	ENSG00000171992
AADAT	ENSG00000109576
ABCA4	ENSG00000198691
ABCD3	ENSG00000117528
AC018816.3	NA
ACP1	ENSG00000143727
ACSS1	ENSG00000154930
ADAMTSL3	ENSG00000156218
ADAR	ENSG00000160710
ADARB2	ENSG00000185736
AFP	ENSG00000081051
AGTR1	ENSG00000144891
AIM1L	ENSG00000176092
AIP	ENSG00000110711
AK5	ENSG00000154027
AKR1C4	ENSG00000198610
AKR1E2	ENSG00000165568
AKT2	ENSG00000105221
ALDH1L2	ENSG00000136010
ALDH3B1	ENSG00000006534
ALG14	ENSG00000172339
ALKBH2	ENSG00000189046
ALLC	ENSG00000151360
AMIGO1	ENSG00000181754
ANAPC7	ENSG00000196510
ANK2	ENSG00000145362
ANKRD16	ENSG00000134461
ANKRD17	ENSG00000132466
ANKRD42	ENSG00000137494
ANO1	ENSG00000131620
ANO3	ENSG00000134343
ANTXR2	ENSG00000163297
AOAH	ENSG00000136250
APC	ENSG00000134982
APOH	ENSG00000091583
APPL2	ENSG00000136044
AQP7	ENSG00000165269
ARAP1	ENSG00000186635
ARHGAP29	ENSG00000137962
ARHGEF38	ENSG00000236699
ASCL4	ENSG00000187855
ASTN1	ENSG00000152092
ATF2	ENSG00000115966
ATF6	ENSG00000118217
ATG5	ENSG00000057663
ATP2C1	ENSG00000017260
ATP8A1	ENSG00000124406
ATXN7L2	ENSG00000162650
AVL9	ENSG00000105778
BARHL1	ENSG00000125492
BARX2	ENSG00000043039
BBS9	ENSG00000122507
BCAR3	ENSG00000137936
BCR	ENSG00000186716
BHLHE40	ENSG00000134107
BLMH	ENSG00000108578
BLVRB	ENSG00000090013
BMP6	ENSG00000153162
BMPER	ENSG00000164619
BSCL2	ENSG00000168000
BTBD11	ENSG00000151136
BTBD18	ENSG00000233436
C10orf76	ENSG00000120029
C10orf95	ENSG00000120055
C11orf24	ENSG00000171067
C11orf31	ENSG00000211450
C11orf82	ENSG00000165490
C12orf45	ENSG00000151131
C12orf75	ENSG00000235162
C12orf76	ENSG00000174456
C1GALT1	ENSG00000106392
C1R	ENSG00000159403
C1RL	ENSG00000139178
C2CD3	ENSG00000168014
C8B	ENSG00000021852
C8orf34	ENSG00000165084
C9orf171	ENSG00000188523
C9orf69	ENSG00000238227
CACNG2	ENSG00000166862
CAMSAP1	ENSG00000130559
CAPN7	ENSG00000131375
CASP6	ENSG00000138794
CATSPER3	ENSG00000152705
CATSPER4	ENSG00000188782
CCDC104	ENSG00000163001
CCDC109B	ENSG00000005059
CCDC149	ENSG00000181982
CCDC18	ENSG00000122483
CCDC30	ENSG00000186409
CCDC68	ENSG00000166510
CCDC83	ENSG00000150676
CCDC85A	ENSG00000055813
CCT2	ENSG00000166226
CCZ1	ENSG00000122674
CD52	ENSG00000169442
CDC14A	ENSG00000079335
CDC42SE2	ENSG00000158985
CDK8	ENSG00000132964
CDKL2	ENSG00000138769
CDYL	ENSG00000153046
CELSR1	ENSG00000075275
CENPC1	ENSG00000145241
CFI	ENSG00000205403
CHIC2	ENSG00000109220
CHKA	ENSG00000110721
CHL1	ENSG00000134121
CHN1	ENSG00000128656
CHRM1	ENSG00000168539
CHRNB2	ENSG00000160716
CHST11	ENSG00000171310
CHSY3	ENSG00000198108
CILP	ENSG00000138615
CIR1	ENSG00000138433
CKAP2L	ENSG00000169607
CLASP1	ENSG00000074054
CLDN23	ENSG00000253958
CLEC2L	ENSG00000236279
CLIP4	ENSG00000115295
CLN5	ENSG00000102805
CLP1	ENSG00000172409
CLPB	ENSG00000162129
CMKLR1	ENSG00000174600
CNBD1	ENSG00000176571
CNKSR1	ENSG00000142675
CNN3	ENSG00000117519
CNTLN	ENSG00000044459
CNTN4	ENSG00000144619
COL14A1	ENSG00000187955
COL25A1	ENSG00000188517
COL28A1	ENSG00000215018
COLEC11	ENSG00000118004
COMMD6	ENSG00000188243
CORO1C	ENSG00000110880
CPNE1	ENSG00000214078
CPNE4	ENSG00000196353
CREB3L2	ENSG00000182158
CRHR2	ENSG00000106113
CRY1	ENSG00000008405
CSMD1	ENSG00000183117
CSMD3	ENSG00000164796
CST7	ENSG00000077984
CTNNA2	ENSG00000066032
CTNND2	ENSG00000169862
CYB561D1	ENSG00000174151
CYB5B	ENSG00000103018
DAB1	ENSG00000173406
DACT2	ENSG00000164488
DAO	ENSG00000110887
DCHS1	ENSG00000166341
DCP2	ENSG00000172795
DDAH1	ENSG00000153904
DDX18	ENSG00000088205
DENND3	ENSG00000105339
DENND5A	ENSG00000184014
DEPTOR	ENSG00000155792
DHDDS	ENSG00000117682
DLG2	ENSG00000150672
DLGAP1	ENSG00000170579
DNAH8	ENSG00000124721
DNTTIP2	ENSG00000067334
DPH5	ENSG00000117543
DPP10	ENSG00000175497
DPYD	ENSG00000188641
DYRK1B	ENSG00000105204
DYSF	ENSG00000135636
EDDM3A	ENSG00000181562
EDNRB	ENSG00000136160
EGF	ENSG00000138798
EGFL7	ENSG00000172889
EGFLAM	ENSG00000164318
EHMT1	ENSG00000181090
EID1	ENSG00000255302
ELMO1	ENSG00000155849
ELOVL6	ENSG00000170522
EML3	ENSG00000149499
EPB41L5	ENSG00000115109
EPHB1	ENSG00000154928
EPM2A	ENSG00000112425
ERGIC3	ENSG00000125991
ERMAP	ENSG00000164010
ESRRG	ENSG00000196482
EXOSC5	ENSG00000077348
EXTL1	ENSG00000158008
F3	ENSG00000117525
FAM168A	ENSG00000054965
FAM171A1	ENSG00000148468
FAM174A	ENSG00000174132
FAM179A	ENSG00000189350
FAM183A	ENSG00000186973
FAM19A1	ENSG00000183662
FAM19A2	ENSG00000198673
FAM25B	ENSG00000273225
FAM25C	ENSG00000276430
FAM25G	ENSG00000189090
FARS2	ENSG00000145982
FBXL15	ENSG00000107872
FBXL3	ENSG00000005812
FBXO18	ENSG00000134452
FBXW4	ENSG00000107829
FEM1C	ENSG00000145780
FGF10	ENSG00000070193
FGF8	ENSG00000107831
FHIT	ENSG00000189283
FHOD3	ENSG00000134775
FIBCD1	ENSG00000130720
FNBP1L	ENSG00000137942
FOLR1	ENSG00000110195
FOXK1	ENSG00000164916
FOXN4	ENSG00000139445
FOXP2	ENSG00000128573
FRMPD2	ENSG00000170324
FRRS1	ENSG00000156869
FRS2	ENSG00000166225
FRY	ENSG00000073910
FSTL4	ENSG00000053108
FSTL5	ENSG00000168843
FUBP3	ENSG00000107164
FUT9	ENSG00000172461
GABRG3	ENSG00000182256
GAL	ENSG00000069482
GALNT14	ENSG00000158089
GAR1	ENSG00000109534
GBF1	ENSG00000107862
GBGT1	ENSG00000148288
GCLM	ENSG00000023909
GDI2	ENSG00000057608
GHR	ENSG00000112964
GIT2	ENSG00000139436
GLI2	ENSG00000074047
GMDS	ENSG00000112699
GNA12	ENSG00000146535
GNG3	ENSG00000162188
GNPDA1	ENSG00000113552
GNPDA2	ENSG00000163281
GPC5	ENSG00000179399
GPR151	ENSG00000173250
GPR155	ENSG00000163328
GPR88	ENSG00000181656
GPR89C	ENSG00000188092
GRID1	ENSG00000182771
GRID2IP	ENSG00000215045
GRIN2A	ENSG00000183454
GRIP2	ENSG00000144596
GRM1	ENSG00000152822
GRM7	ENSG00000196277
GRM8	ENSG00000179603
GSTP1	ENSG00000084207
GTSE1	ENSG00000075218
GUCA2B	ENSG00000044012
HABP2	ENSG00000148702
HINT3	ENSG00000111911
HIPK2	ENSG00000064393
HIVEP3	ENSG00000127124
HNRNPUL1	ENSG00000105323
HOXD10	ENSG00000128710
HPS6	ENSG00000166189
HRASLS2	ENSG00000133328
HRASLS5	ENSG00000168004
IFT81	ENSG00000122970
IL18BP	ENSG00000137496
IL1B	ENSG00000125538
IL5RA	ENSG00000091181
ING2	ENSG00000168556
ITGA3	ENSG00000005884
ITIH5	ENSG00000123243
ITPR1	ENSG00000150995
JAKMIP2	ENSG00000176049
JPH1	ENSG00000104369
KALRN	ENSG00000160145
KBTBD2	ENSG00000170852
KCNIP2	ENSG00000120049
KCNK12	ENSG00000184261
KDM2A	ENSG00000173120
KEL	ENSG00000197993
KIAA0922	ENSG00000121210
KIAA1033	ENSG00000136051
KIRREL3	ENSG00000149571
KLF12	ENSG00000118922
KLRG2	ENSG00000188883
LAMA2	ENSG00000196569
LDB1	ENSG00000198728
LEF1	ENSG00000138795
LFNG	ENSG00000106003
LGALS12	ENSG00000133317
LIMS3	ENSG00000256977
LMO7	ENSG00000136153
LNX1	ENSG00000072201
LPPR4	ENSG00000117600
LRIT3	ENSG00000183423
LRRC10	ENSG00000198812
LRRN1	ENSG00000175928
LRTOMT	ENSG00000184154
LTBP4	ENSG00000090006
LYRM4	ENSG00000214113
MAGI1	ENSG00000151276
MAML3	ENSG00000196782
MAP1LC3A	ENSG00000101460
MAP3K5	ENSG00000197442
MAP3K7	ENSG00000135341
MAP6	ENSG00000171533
MAPKAPK5	ENSG00000089022
MARCH1	ENSG00000145416
MCC	ENSG00000171444
MCTP1	ENSG00000175471
ME3	ENSG00000151376
MED19	ENSG00000156603
MED27	ENSG00000160563
MED8	ENSG00000159479
METTL12	ENSG00000214756
MFHAS1	ENSG00000147324
MGAM	ENSG00000257335
MGEA5	ENSG00000198408
MGMT	ENSG00000170430
MICAL2	ENSG00000133816
MMACHC	ENSG00000132763
MRGPRD	ENSG00000172938
MRM1	ENSG00000278619
MRPL24	ENSG00000143314
MSH2	ENSG00000095002
MSRA	ENSG00000175806
MTX2	ENSG00000128654
MYBPHL	ENSG00000221986
MYCBP2	ENSG00000005810
MYO19	ENSG00000278259
MYT1L	ENSG00000186487
NAAA	ENSG00000138744
NAV1	ENSG00000134369
NBPF24	ENSG00000263956
NDFIP2	ENSG00000102471
NDST3	ENSG00000164100
NDST4	ENSG00000138653
NDUFV1	ENSG00000167792
NEK11	ENSG00000114670
NFKB2	ENSG00000077150
NFS1	ENSG00000244005
NKAIN2	ENSG00000188580
NKAIN3	ENSG00000185942
NMBR	ENSG00000135577
NMNAT3	ENSG00000163864
NNT	ENSG00000112992
NOL4	ENSG00000101746
NOLC1	ENSG00000166197
NPFFR2	ENSG00000056291
NPM3	ENSG00000107833
NPSR1	ENSG00000187258
NRAP	ENSG00000197893
NRXN1	ENSG00000179915
NUAK1	ENSG00000074590
NUDT8	ENSG00000167799
NUMA1	ENSG00000137497
NUP214	ENSG00000126883
NUP37	ENSG00000075188
NUP98	ENSG00000110713
NXPH1	ENSG00000122584
OLA1	ENSG00000138430
OLFML1	ENSG00000183801
OR52I1	ENSG00000232268
ORAOV1	ENSG00000149716
OSTC	ENSG00000198856
OXR1	ENSG00000164830
PALLD	ENSG00000129116
PALMD	ENSG00000099260
PAPSS1	ENSG00000138801
PARP12	ENSG00000059378
PARP16	ENSG00000138617
PAX8	ENSG00000125618
PCDH9	ENSG00000184226
PCF11	ENSG00000165494
PDE11A	ENSG00000128655
PDE1C	ENSG00000154678
PDE4B	ENSG00000184588
PDE7B	ENSG00000171408
PDIK1L	ENSG00000175087
PEBP4	ENSG00000134020
PGM5	ENSG00000154330
PIGU	ENSG00000101464
PIK3AP1	ENSG00000155629
PITRM1	ENSG00000107959
PITX2	ENSG00000164093
PITX3	ENSG00000107859
PKD1L3	ENSG00000277481
PKDREJ	ENSG00000130943
PLB1	ENSG00000163803
PLCL2	ENSG00000154822
PLEKHA3	ENSG00000116095
PMFBP1	ENSG00000118557
PMS2	ENSG00000122512
POLR2G	ENSG00000168002
PPARA	ENSG00000186951
PPFIA1	ENSG00000131626
PPIAL4A	ENSG00000263353
PPIAL4B	ENSG00000263353
PPIAL4C	ENSG00000263464
PPRC1	ENSG00000148840
PPTC7	ENSG00000196850
PRCP	ENSG00000137509
PRG2	ENSG00000186652
PRG3	ENSG00000156575
PRKAR1B	ENSG00000188191
PRSS12	ENSG00000164099
PSD	ENSG00000059915
PTBP2	ENSG00000117569
PTPN20A	ENSG00000204179
PTPN20B	ENSG00000204179
PTPN4	ENSG00000088179
PTPRF	ENSG00000142949
PTTG2	ENSG00000250254
PXDN	ENSG00000130508
RAB27B	ENSG00000041353
RAB30	ENSG00000137502
RABEP1	ENSG00000029725
RAPGEF1	ENSG00000107263
RAPGEF4	ENSG00000091428
RBFOX1	ENSG00000078328
RBM12	ENSG00000244462
RBM14-RBM4	ENSG00000248643
RBM20	ENSG00000203867
RBM26	ENSG00000139746
RBM39	ENSG00000131051
RBM4	ENSG00000173933
RBMS3	ENSG00000144642
RFX4	ENSG00000111783
RGPD6	ENSG00000183054
RIC8B	ENSG00000111785
RIT2	ENSG00000152214
RNASE11	ENSG00000173464
RNF169	ENSG00000166439
RNF216	ENSG00000011275
RNF219	ENSG00000152193
RNF6	ENSG00000127870
RNGTT	ENSG00000111880
ROM1	ENSG00000149489
ROMO1	ENSG00000125995
RP11-831H9.11	NA
RP11-849H4.2	NA
RP11-872D17.8	NA
RPA3	ENSG00000106399
RPS6KA1	ENSG00000117676
RRH	ENSG00000180245
RSAD2	ENSG00000134321
RSPH10B	ENSG00000155026
RSPH10B2	ENSG00000169402
RWDD3	ENSG00000122481
RYK	ENSG00000163785
RYR2	ENSG00000198626
SCAND1	ENSG00000171222
SCEL	ENSG00000136155
SCFD2	ENSG00000184178
SCMH1	ENSG00000010803
SCN11A	ENSG00000168356
SCP2	ENSG00000116171
SCRN3	ENSG00000144306
SDK1	ENSG00000146555
SDR42E1	ENSG00000184860
SEC24A	ENSG00000113615
SEC24B	ENSG00000138802
SELPLG	ENSG00000110876
SERAC1	ENSG00000122335
SERPINB5	ENSG00000206075
SERPING1	ENSG00000149131
SETMAR	ENSG00000170364
SF3B2	ENSG00000087365
SFRP1	ENSG00000104332
SHC4	ENSG00000185634
SHKBP1	ENSG00000160410
SHPRH	ENSG00000146414
SLAIN1	ENSG00000139737
SLC14A2	ENSG00000132874
SLC20A1	ENSG00000144136
SLC22A10	ENSG00000184999
SLC22A24	ENSG00000197658
SLC22A25	ENSG00000196600
SLC22A9	ENSG00000149742
SLC30A7	ENSG00000162695
SLC35A3	ENSG00000117620
SLC35B3	ENSG00000124786
SLC35F5	ENSG00000115084
SLC41A2	ENSG00000136052
SLC44A3	ENSG00000143036
SLCO2B1	ENSG00000137491
SMOC2	ENSG00000112562
SNTG2	ENSG00000172554
SNX7	ENSG00000162627
SNX8	ENSG00000106266
SOD3	ENSG00000109610
SORCS1	ENSG00000108018
SPATA17	ENSG00000162814
SPDYA	ENSG00000163806
SPOCK3	ENSG00000196104
SPTBN4	ENSG00000160460
SRGAP2	ENSG00000266028
SSBP3	ENSG00000157216
SSH1	ENSG00000084112
STAB2	ENSG00000136011
STAP1	ENSG00000035720
STARD10	ENSG00000214530
STEAP3	ENSG00000115107
STX5	ENSG00000162236
SUMF1	ENSG00000144455
SUN1	ENSG00000164828
SUN5	ENSG00000167098
SUV420H1	ENSG00000110066
SVOP	ENSG00000166111
SVOPL	ENSG00000157703
SWAP70	ENSG00000133789
SYPL2	ENSG00000143028
SYT4	ENSG00000132872
SYT9	ENSG00000170743
TANC2	ENSG00000170921
TBC1D1	ENSG00000065882
TBC1D4	ENSG00000136111
TBCK	ENSG00000145348
TBL1XR1	ENSG00000177565
TBX10	ENSG00000167800
TCERG1	ENSG00000113649
TCIRG1	ENSG00000110719
TDRD10	ENSG00000163239
TESK2	ENSG00000070759
TFCP2L1	ENSG00000115112
TIAM1	ENSG00000156299
TICAM2	ENSG00000243414
TIE1	ENSG00000066056
TMC1	ENSG00000165091
TMCC1	ENSG00000172765
TMED7	ENSG00000134970
TMED7-TICAM2	ENSG00000251201
TMEM108	ENSG00000144868
TMEM116	ENSG00000198270
TMEM154	ENSG00000170006
TMEM179B	ENSG00000185475
TMEM18	ENSG00000151353
TMEM2	ENSG00000135048
TMEM223	ENSG00000168569
TMEM37	ENSG00000171227
TMEM56	ENSG00000152078
TMEM91	ENSG00000142046
TMPRSS11BNL	ENSG00000250026
TMX2	ENSG00000213593
TMX2-CTNND1	ENSG00000254462
TNNT2	ENSG00000118194
TOX2	ENSG00000124191
TPD52L1	ENSG00000111907
TPO	ENSG00000115705
TPP1	ENSG00000166340
TRIM63	ENSG00000158022
TRIM9	ENSG00000100505
TRMT11	ENSG00000066651
TRNT1	ENSG00000072756
TRPC6	ENSG00000137672
TRPV4	ENSG00000111199
TSGA10IP	ENSG00000175513
TSSC1	ENSG00000032389
TTC26	ENSG00000105948
TTC29	ENSG00000137473
TTC38	ENSG00000075234
TTC7A	ENSG00000068724
TXNL4B	ENSG00000140830
UBE2Q1	ENSG00000160714
UBXN11	ENSG00000158062
UCHL3	ENSG00000118939
