MSH	ensembl_id	lApprovedUS.EU	Phase.Latest	First.Added	NelsonStatus	symbol
Kidney Neoplasms	ENSG00000113721	TRUE	Approved	2001-04-03	Approved	PDGFRB
Kidney Neoplasms	ENSG00000113749	FALSE	Phase II Clinical Trial	1996-05-15	Unused	HRH2
Kidney Neoplasms	ENSG00000114423	FALSE	Phase I Clinical Trial	2011-06-24	Absent	CBLB
Kidney Neoplasms	ENSG00000115053	FALSE	Phase II Clinical Trial	2003-03-13	Unused	NCL
Kidney Neoplasms	ENSG00000115221	FALSE	Phase I Clinical Trial	2002-11-26	Unused	ITGB6
Kidney Neoplasms	ENSG00000115414	FALSE	Phase I Clinical Trial	2001-06-07	Unused	FN1
Kidney Neoplasms	ENSG00000115419	FALSE	Phase II Clinical Trial	2013-05-02	Absent	GLS
Kidney Neoplasms	ENSG00000115604	FALSE	Phase I Clinical Trial	2000-04-04	Unused	IL18R1
Kidney Neoplasms	ENSG00000115758	FALSE	unknown	1994-03-15	Phase II Clinical Trial	ODC1
Kidney Neoplasms	ENSG00000116016	FALSE	Phase II Clinical Trial	2003-08-01	Absent	EPAS1
Kidney Neoplasms	ENSG00000116044	FALSE	unknown	2005-05-27	Unused	NFE2L2
Kidney Neoplasms	ENSG00000116478	FALSE	Phase I Clinical Trial	1994-12-15	Phase I Clinical Trial	HDAC1
Kidney Neoplasms	ENSG00000118520	FALSE	Phase I Clinical Trial	2014-08-28	Absent	ARG1
Kidney Neoplasms	ENSG00000119699	FALSE	Phase II Clinical Trial	2002-12-31	Phase II Clinical Trial	TGFB3
Kidney Neoplasms	ENSG00000119888	FALSE	Preclinical	2000-11-07	Unused	EPCAM
Kidney Neoplasms	ENSG00000120156	TRUE	Approved	2001-12-18	Phase II Clinical Trial	TEK
Kidney Neoplasms	ENSG00000120217	FALSE	Phase III Clinical Trial	2008-01-16	Phase I Clinical Trial	CD274
Kidney Neoplasms	ENSG00000120885	FALSE	unknown	2001-12-07	Unused	CLU
Kidney Neoplasms	ENSG00000120889	FALSE	unknown	1997-04-15	Unused	TNFRSF10B
Kidney Neoplasms	ENSG00000121594	FALSE	unknown	2001-06-01	Phase II Clinical Trial	CD80
Kidney Neoplasms	ENSG00000121858	FALSE	unknown	2006-07-10	Unused	TNFSF10
Kidney Neoplasms	ENSG00000121879	FALSE	Phase II Clinical Trial	1992-08-15	Phase II Clinical Trial	PIK3CA
Kidney Neoplasms	ENSG00000121966	FALSE	Phase II Clinical Trial	2009-04-07	Phase II Clinical Trial	CXCR4
Kidney Neoplasms	ENSG00000122025	TRUE	Approved	1994-06-15	Approved	FLT3
Kidney Neoplasms	ENSG00000124762	FALSE	unknown	1996-05-15	Unused	CDKN1A
Kidney Neoplasms	ENSG00000125498	FALSE	Phase II Clinical Trial	2011-03-02	Phase I Clinical Trial	KIR2DL1
Kidney Neoplasms	ENSG00000125726	FALSE	Phase II Clinical Trial	2004-03-29	Phase I Clinical Trial	CD70
Kidney Neoplasms	ENSG00000126934	FALSE	Phase II Clinical Trial	2003-06-09	Phase I Clinical Trial	MAP2K2
Kidney Neoplasms	ENSG00000128052	TRUE	Approved	1994-06-15	Approved	KDR
Kidney Neoplasms	ENSG00000128271	FALSE	Phase II Clinical Trial	2008-10-21	Absent	ADORA2A
Kidney Neoplasms	ENSG00000130669	FALSE	Preclinical	2014-01-22	Absent	PAK4
Kidney Neoplasms	ENSG00000130816	FALSE	Phase I Clinical Trial	1996-06-15	Unused	DNMT1
Kidney Neoplasms	ENSG00000131203	FALSE	Phase II Clinical Trial	2009-04-24	Absent	IDO1
Kidney Neoplasms	ENSG00000131238	FALSE	unknown	1994-03-15	Phase II Clinical Trial	PPT1
Kidney Neoplasms	ENSG00000131747	TRUE	Approved	1991-06-15	Approved	TOP2A
Kidney Neoplasms	ENSG00000131981	FALSE	unknown	1997-05-15	Unused	LGALS3
Kidney Neoplasms	ENSG00000132155	TRUE	Approved	1994-06-15	Approved	RAF1
Kidney Neoplasms	ENSG00000132906	FALSE	unknown	1997-05-15	Unused	CASP9
Kidney Neoplasms	ENSG00000134460	TRUE	Approved	2000-11-07	Approved	IL2RA
Kidney Neoplasms	ENSG00000134853	TRUE	Approved	2000-07-05	Approved	PDGFRA
Kidney Neoplasms	ENSG00000135218	FALSE	unknown	2001-03-14	Unused	CD36
Kidney Neoplasms	ENSG00000135446	FALSE	Phase I Clinical Trial	1996-05-15	Unused	CDK4
Kidney Neoplasms	ENSG00000135679	FALSE	Phase I Clinical Trial	2012-11-21	Absent	MDM2
Kidney Neoplasms	ENSG00000136244	FALSE	Phase II Clinical Trial	NA	Unused	IL6
Kidney Neoplasms	ENSG00000136634	FALSE	Phase I Clinical Trial	2013-11-28	Absent	IL10
Kidney Neoplasms	ENSG00000136807	FALSE	unknown	1996-05-15	Unused	CDK9
Kidney Neoplasms	ENSG00000136810	FALSE	Phase I Clinical Trial	1995-01-15	Unused	TXN
Kidney Neoplasms	ENSG00000136869	FALSE	Phase I Clinical Trial	2012-08-06	Absent	TLR4
Kidney Neoplasms	ENSG00000137077	FALSE	Preclinical	2015-02-24	Absent	CCL21
Kidney Neoplasms	ENSG00000137193	FALSE	Preclinical	2009-02-13	Preclinical	PIM1
Kidney Neoplasms	ENSG00000138061	FALSE	unknown	NA	Unused	CYP1B1
Kidney Neoplasms	ENSG00000138160	FALSE	Phase I Clinical Trial	1999-06-30	Phase II Clinical Trial	KIF11
Kidney Neoplasms	ENSG00000138448	FALSE	Phase I Clinical Trial	2001-11-05	Unused	ITGAV
Kidney Neoplasms	ENSG00000138735	FALSE	unknown	1999-01-08	Unused	PDE5A
Kidney Neoplasms	ENSG00000139193	FALSE	Phase II Clinical Trial	2008-11-12	Phase I Clinical Trial	CD27
Kidney Neoplasms	ENSG00000139567	FALSE	unknown	2007-05-30	Phase II Clinical Trial	ACVRL1
Kidney Neoplasms	ENSG00000140443	FALSE	Phase I Clinical Trial	2003-06-03	Phase I Clinical Trial	IGF1R
Kidney Neoplasms	ENSG00000140465	FALSE	unknown	1999-04-13	Phase I Clinical Trial	CYP1A1
Kidney Neoplasms	ENSG00000140538	FALSE	Preclinical	2012-03-14	Absent	NTRK3
Kidney Neoplasms	ENSG00000141510	FALSE	unknown	1996-05-15	Phase II Clinical Trial	TP53
Kidney Neoplasms	ENSG00000141736	FALSE	Phase II Clinical Trial	1990-09-15	Phase I Clinical Trial	ERBB2
Kidney Neoplasms	ENSG00000141867	FALSE	Phase I Clinical Trial	2003-09-05	Absent	BRD4
Kidney Neoplasms	ENSG00000142208	FALSE	Phase II Clinical Trial	1992-08-15	Phase II Clinical Trial	AKT1
Kidney Neoplasms	ENSG00000142627	FALSE	Phase I Clinical Trial	2006-09-11	Unused	EPHA2
Kidney Neoplasms	ENSG00000143171	FALSE	Phase II Clinical Trial	1992-09-15	Unused	RXRG
Kidney Neoplasms	ENSG00000143217	FALSE	Phase II Clinical Trial	2004-10-18	Absent	NECTIN4
Kidney Neoplasms	ENSG00000143365	FALSE	Phase II Clinical Trial	2014-11-11	Absent	RORC
Kidney Neoplasms	ENSG00000143384	FALSE	Phase I Clinical Trial	2002-05-27	Phase I Clinical Trial	MCL1
Kidney Neoplasms	ENSG00000143437	FALSE	Preclinical	2015-07-29	Absent	ARNT
Kidney Neoplasms	ENSG00000145545	FALSE	Phase II Clinical Trial	1998-11-15	Unused	SRD5A1
Kidney Neoplasms	ENSG00000146049	FALSE	Preclinical	2015-02-24	Absent	KAAG1
Kidney Neoplasms	ENSG00000146242	FALSE	Phase III Clinical Trial	1998-09-15	Phase III Clinical Trial	TPBG
Kidney Neoplasms	ENSG00000146648	FALSE	Phase III Clinical Trial	1995-03-15	Phase III Clinical Trial	EGFR
Kidney Neoplasms	ENSG00000146904	FALSE	unknown	2005-06-27	Phase I Clinical Trial	EPHA1
Kidney Neoplasms	ENSG00000147099	FALSE	Preclinical	2003-03-06	Preclinical	HDAC8
Kidney Neoplasms	ENSG00000150093	FALSE	Phase II Clinical Trial	2000-02-02	Phase II Clinical Trial	ITGB1
Kidney Neoplasms	ENSG00000150337	FALSE	unknown	1992-02-15	Unused	FCGR1A
Kidney Neoplasms	ENSG00000150630	FALSE	unknown	2003-12-09	Unused	VEGFC
Kidney Neoplasms	ENSG00000153563	FALSE	Phase III Clinical Trial	2007-07-23	Unused	CD8A
Kidney Neoplasms	ENSG00000154188	FALSE	Phase I Clinical Trial	2004-03-24	Phase II Clinical Trial	ANGPT1
Kidney Neoplasms	ENSG00000154229	FALSE	unknown	NA	Unused	PRKCA
Kidney Neoplasms	ENSG00000154269	FALSE	Phase II Clinical Trial	2009-09-29	Absent	ENPP3
Kidney Neoplasms	ENSG00000156508	FALSE	unknown	1994-03-15	Phase II Clinical Trial	EEF1A1
Kidney Neoplasms	ENSG00000157404	TRUE	Approved	2000-07-05	Approved	KIT
Kidney Neoplasms	ENSG00000157764	TRUE	Approved	2001-04-03	Approved	BRAF
Kidney Neoplasms	ENSG00000157765	FALSE	Phase I Clinical Trial	2016-04-26	Absent	SLC34A2
Kidney Neoplasms	ENSG00000159110	TRUE	Approved	1991-09-15	Approved	IFNAR2
Kidney Neoplasms	ENSG00000159131	FALSE	Phase II Clinical Trial	1992-06-15	Unused	GART
Kidney Neoplasms	ENSG00000160712	FALSE	unknown	2005-01-11	Unused	IL6R
Kidney Neoplasms	ENSG00000160867	TRUE	Approved	2003-07-22	Absent	FGFR4
Kidney Neoplasms	ENSG00000161011	FALSE	Phase II Clinical Trial	2015-11-04	Absent	SQSTM1
Kidney Neoplasms	ENSG00000161638	FALSE	Phase II Clinical Trial	2000-02-02	Phase II Clinical Trial	ITGA5
Kidney Neoplasms	ENSG00000163217	FALSE	unknown	2007-05-30	Absent	BMP10
Kidney Neoplasms	ENSG00000163220	FALSE	Phase II Clinical Trial	2001-05-18	Phase II Clinical Trial	S100A9
Kidney Neoplasms	ENSG00000163517	FALSE	Phase I Clinical Trial	2010-08-16	Phase I Clinical Trial	HDAC11
Kidney Neoplasms	ENSG00000163599	FALSE	Pre-registration	1998-09-15	Phase II Clinical Trial	CTLA4
Kidney Neoplasms	ENSG00000163737	FALSE	unknown	NA	Unused	PF4
Kidney Neoplasms	ENSG00000164078	FALSE	Phase I Clinical Trial	2001-12-18	Phase II Clinical Trial	MST1R
Kidney Neoplasms	ENSG00000164305	FALSE	Phase I Clinical Trial	1994-07-15	Unused	CASP3
Kidney Neoplasms	ENSG00000164342	FALSE	Phase II Clinical Trial	NA	Unused	TLR3
Kidney Neoplasms	ENSG00000164362	FALSE	Phase I Clinical Trial	2000-07-26	Phase II Clinical Trial	TERT
Kidney Neoplasms	ENSG00000164400	FALSE	Phase II Clinical Trial	1991-12-15	Phase II Clinical Trial	CSF2
Kidney Neoplasms	ENSG00000165025	FALSE	unknown	2003-10-31	Phase II Clinical Trial	SYK
Kidney Neoplasms	ENSG00000165197	FALSE	unknown	2003-12-09	Unused	VEGFD
Kidney Neoplasms	ENSG00000165304	FALSE	Preclinical	2013-07-03	Absent	MELK
Kidney Neoplasms	ENSG00000165675	FALSE	Phase II Clinical Trial	1998-11-15	Unused	ENOX2
Kidney Neoplasms	ENSG00000165731	TRUE	Approved	1994-06-15	Approved	RET
Kidney Neoplasms	ENSG00000166501	FALSE	Phase II Clinical Trial	2001-07-03	Phase II Clinical Trial	PRKCB
Kidney Neoplasms	ENSG00000166851	FALSE	Phase II Clinical Trial	2002-05-27	Phase II Clinical Trial	PLK1
Kidney Neoplasms	ENSG00000167325	FALSE	unknown	1993-07-15	Unused	RRM1
Kidney Neoplasms	ENSG00000167601	FALSE	Phase I Clinical Trial	2004-06-18	Phase II Clinical Trial	AXL
Kidney Neoplasms	ENSG00000167658	FALSE	Phase I Clinical Trial	1996-06-15	Unused	EEF2
Kidney Neoplasms	ENSG00000168078	FALSE	Preclinical	2016-03-07	Absent	PBK
Kidney Neoplasms	ENSG00000168811	FALSE	Phase I Clinical Trial	2001-10-02	Unused	IL12A
Kidney Neoplasms	ENSG00000169032	FALSE	Phase II Clinical Trial	2003-06-09	Phase I Clinical Trial	MAP2K1
Kidney Neoplasms	ENSG00000169194	FALSE	Preclinical	2011-10-27	Unused	IL13
Kidney Neoplasms	ENSG00000169398	FALSE	Phase I Clinical Trial	2009-10-16	Phase I Clinical Trial	PTK2
Kidney Neoplasms	ENSG00000169403	FALSE	unknown	1991-07-15	Unused	PTAFR
Kidney Neoplasms	ENSG00000170430	FALSE	unknown	1998-06-15	Unused	MGMT
Kidney Neoplasms	ENSG00000170558	FALSE	unknown	1999-06-30	Unused	CDH2
Kidney Neoplasms	ENSG00000171094	FALSE	Preclinical	2006-12-05	Preclinical	ALK
Kidney Neoplasms	ENSG00000171608	FALSE	Phase I Clinical Trial	2003-09-05	Unused	PIK3CD
Kidney Neoplasms	ENSG00000171720	FALSE	Phase I Clinical Trial	2003-03-06	Phase I Clinical Trial	HDAC3
Kidney Neoplasms	ENSG00000171791	FALSE	unknown	1992-03-15	Unused	BCL2
Kidney Neoplasms	ENSG00000171848	FALSE	Preclinical	1998-11-15	Unused	RRM2
Kidney Neoplasms	ENSG00000171862	TRUE	Approved	1999-02-15	Approved	PTEN
Kidney Neoplasms	ENSG00000172889	FALSE	Phase I Clinical Trial	NA	Phase I Clinical Trial	EGFL7
Kidney Neoplasms	ENSG00000173153	FALSE	Preclinical	2006-09-15	Preclinical	ESRRA
Kidney Neoplasms	ENSG00000173511	FALSE	unknown	2003-12-09	Unused	VEGFB
Kidney Neoplasms	ENSG00000174807	FALSE	unknown	2004-10-18	Unused	CD248
Kidney Neoplasms	ENSG00000175054	FALSE	Preclinical	2013-07-22	Absent	ATR
Kidney Neoplasms	ENSG00000176890	FALSE	Phase II Clinical Trial	1991-09-15	Phase II Clinical Trial	TYMS
Kidney Neoplasms	ENSG00000178568	FALSE	unknown	2003-12-08	Unused	ERBB4
Kidney Neoplasms	ENSG00000178999	FALSE	Phase I Clinical Trial	2007-02-06	Phase I Clinical Trial	AURKB
Kidney Neoplasms	ENSG00000179295	FALSE	Phase II Clinical Trial	2005-08-19	Unused	PTPN11
Kidney Neoplasms	ENSG00000179776	FALSE	unknown	2000-12-11	Phase II Clinical Trial	CDH5
Kidney Neoplasms	ENSG00000180616	FALSE	unknown	1999-09-02	Absent	SSTR2
Kidney Neoplasms	ENSG00000182578	FALSE	Phase III Clinical Trial	2005-04-26	Phase I Clinical Trial	CSF1R
Kidney Neoplasms	ENSG00000182871	FALSE	unknown	1997-02-15	Unused	COL18A1
Kidney Neoplasms	ENSG00000183813	FALSE	Preclinical	2004-02-03	Absent	CCR4
Kidney Neoplasms	ENSG00000184292	FALSE	Phase II Clinical Trial	2007-11-12	Absent	TACSTD2
Kidney Neoplasms	ENSG00000184564	FALSE	Phase I Clinical Trial	2013-05-03	Absent	SLITRK6
Kidney Neoplasms	ENSG00000184937	FALSE	Phase I Clinical Trial	2008-10-09	Unused	WT1
Kidney Neoplasms	ENSG00000185499	FALSE	Phase I Clinical Trial	2002-09-30	Phase II Clinical Trial	MUC1
Kidney Neoplasms	ENSG00000185686	FALSE	Phase I Clinical Trial	2003-11-27	Phase I Clinical Trial	PRAME
Kidney Neoplasms	ENSG00000186088	FALSE	Phase I Clinical Trial	2007-01-08	Absent	GSAP
Kidney Neoplasms	ENSG00000186350	FALSE	Phase II Clinical Trial	1992-09-15	Unused	RXRA
Kidney Neoplasms	ENSG00000186642	FALSE	unknown	1999-01-08	Unused	PDE2A
Kidney Neoplasms	ENSG00000186716	FALSE	Phase I Clinical Trial	2003-01-13	Phase I Clinical Trial	BCR
Kidney Neoplasms	ENSG00000186827	FALSE	Phase II Clinical Trial	2014-12-15	Absent	TNFRSF4
Kidney Neoplasms	ENSG00000188379	FALSE	Approved	2017-01-05	Absent	IFNA2
Kidney Neoplasms	ENSG00000188389	TRUE	Approved	2005-05-12	Phase III Clinical Trial	PDCD1
Kidney Neoplasms	ENSG00000196396	FALSE	Phase II Clinical Trial	2005-08-19	Unused	PTPN1
Kidney Neoplasms	ENSG00000196411	FALSE	Phase II Clinical Trial	2004-08-23	Phase II Clinical Trial	EPHB4
Kidney Neoplasms	ENSG00000196591	FALSE	Phase I Clinical Trial	1994-12-15	Phase I Clinical Trial	HDAC2
Kidney Neoplasms	ENSG00000197122	FALSE	Phase I Clinical Trial	2003-01-13	Phase I Clinical Trial	SRC
Kidney Neoplasms	ENSG00000197635	FALSE	unknown	2004-02-24	Unused	DPP4
Kidney Neoplasms	ENSG00000198223	FALSE	unknown	1994-08-15	Phase II Clinical Trial	CSF2RA
Kidney Neoplasms	ENSG00000198400	FALSE	Preclinical	2012-03-14	Absent	NTRK1
Kidney Neoplasms	ENSG00000198793	TRUE	Approved	1997-08-15	Approved	MTOR
Kidney Neoplasms	ENSG00000198851	FALSE	Preclinical	2015-01-07	Absent	CD3E
Kidney Neoplasms	ENSG00000198900	FALSE	Phase II Clinical Trial	1993-07-15	Phase II Clinical Trial	TOP1
Kidney Neoplasms	ENSG00000213903	FALSE	unknown	2000-02-23	Unused	LTB4R
Kidney Neoplasms	ENSG00000228716	FALSE	Phase II Clinical Trial	1992-06-15	Unused	DHFR
Kidney Neoplasms	ENSG00000239732	FALSE	Phase I Clinical Trial	1998-10-15	Phase II Clinical Trial	TLR9
Kidney Neoplasms	ENSG00000243772	FALSE	Phase II Clinical Trial	2011-03-02	Phase I Clinical Trial	KIR2DL3
Kidney Neoplasms	ENSG00000243955	FALSE	Phase I Clinical Trial	1994-07-15	Unused	GSTA1
Kidney Neoplasms	ENSG00000253729	FALSE	Phase I Clinical Trial	2003-09-05	Unused	PRKDC
Kidney Neoplasms	ENSG00000254087	FALSE	Phase II Clinical Trial	2001-10-30	Phase II Clinical Trial	LYN
Kidney Neoplasms	ENSG00000259207	FALSE	Phase I Clinical Trial	2001-11-05	Unused	ITGB3
Kidney Neoplasms	ENSG00000263761	FALSE	unknown	2007-05-30	Absent	GDF2
Labyrinth Diseases	ENSG00000118515	FALSE	Preclinical	2017-04-07	Absent	SGK1
Lactation Disorders	ENSG00000180914	FALSE	Phase II Clinical Trial	2012-07-23	Absent	OXTR
Leber Congenital Amaurosis	ENSG00000081237	FALSE	Preclinical	2014-09-25	Absent	PTPRC
Leber Congenital Amaurosis	ENSG00000092200	FALSE	Preclinical	2005-12-03	Unused	RPGRIP1
Leber Congenital Amaurosis	ENSG00000116745	TRUE	Approved	2003-12-10	Phase II Clinical Trial	RPE65
Leber Congenital Amaurosis	ENSG00000198707	FALSE	Phase II Clinical Trial	2012-11-23	Absent	CEP290
Lecithin Cholesterol Acyltransferase Deficiency	ENSG00000213398	FALSE	Preclinical	2013-04-25	Absent	LCAT
Leiomyoma	ENSG00000067182	FALSE	Phase II Clinical Trial	NA	Unused	TNFRSF1A
Leiomyoma	ENSG00000082175	TRUE	Approved	1989-07-15	Approved	PGR
Leiomyoma	ENSG00000091831	FALSE	Preclinical	2003-08-20	Unused	ESR1
Leiomyoma	ENSG00000108786	FALSE	Preclinical	2000-02-09	Unused	HSD17B1
Leiomyoma	ENSG00000109163	TRUE	Approved	1989-08-15	Approved	GNRHR
Leiomyoma	ENSG00000112062	FALSE	Phase II Clinical Trial	NA	Unused	MAPK14
Leiomyoma	ENSG00000113580	FALSE	Phase II Clinical Trial	2010-04-23	Phase II Clinical Trial	NR3C1
Leiomyoma	ENSG00000137869	FALSE	unknown	1993-06-15	Unused	CYP19A1
Leiomyoma	ENSG00000138039	FALSE	Preclinical	2009-02-19	Absent	LHCGR
Leiomyoma	ENSG00000147437	FALSE	Phase III Clinical Trial	2008-02-04	Absent	GNRH1
Leiomyoma	ENSG00000169083	FALSE	unknown	2011-03-17	Unused	AR
Leiomyoma	ENSG00000169836	FALSE	Phase II Clinical Trial	2007-09-12	Absent	TACR3
Leiomyoma	ENSG00000170820	FALSE	Preclinical	2009-02-19	Absent	FSHR
Leiomyoma	ENSG00000180210	FALSE	unknown	2004-07-19	Unused	F2
Leiomyosarcoma	ENSG00000037280	FALSE	Phase III Clinical Trial	2001-04-03	Phase III Clinical Trial	FLT4
Leiomyosarcoma	ENSG00000068078	FALSE	Phase III Clinical Trial	2001-04-03	Absent	FGFR3
Leiomyosarcoma	ENSG00000077782	FALSE	Phase III Clinical Trial	2001-04-03	Absent	FGFR1
Leiomyosarcoma	ENSG00000089685	FALSE	Phase I Clinical Trial	2003-11-19	Phase I Clinical Trial	BIRC5
Leiomyosarcoma	ENSG00000091879	FALSE	unknown	2010-10-29	Absent	ANGPT2
Leiomyosarcoma	ENSG00000097007	FALSE	Phase II Clinical Trial	2002-11-12	Unused	ABL1
Leiomyosarcoma	ENSG00000101412	FALSE	Phase I Clinical Trial	2001-02-02	Unused	E2F1
Leiomyosarcoma	ENSG00000102755	FALSE	Phase III Clinical Trial	2001-04-03	Phase III Clinical Trial	FLT1
Leiomyosarcoma	ENSG00000105976	FALSE	unknown	2004-08-09	Phase I Clinical Trial	MET
Leiomyosarcoma	ENSG00000113578	FALSE	Phase III Clinical Trial	2013-04-20	Absent	FGF1
Leiomyosarcoma	ENSG00000113721	FALSE	Phase III Clinical Trial	2001-04-03	Phase III Clinical Trial	PDGFRB
Leiomyosarcoma	ENSG00000120156	FALSE	unknown	2004-08-09	Phase I Clinical Trial	TEK
Leiomyosarcoma	ENSG00000122025	FALSE	unknown	2004-08-09	Phase I Clinical Trial	FLT3
Leiomyosarcoma	ENSG00000126934	FALSE	Phase I Clinical Trial	2003-06-09	Unused	MAP2K2
Leiomyosarcoma	ENSG00000128052	FALSE	Phase III Clinical Trial	2001-04-03	Phase III Clinical Trial	KDR
Leiomyosarcoma	ENSG00000131747	FALSE	Phase I Clinical Trial	2001-10-29	Unused	TOP2A
Leiomyosarcoma	ENSG00000134853	FALSE	Phase III Clinical Trial	2001-04-03	Phase III Clinical Trial	PDGFRA
Leiomyosarcoma	ENSG00000138448	FALSE	unknown	1995-01-15	Unused	ITGAV
Leiomyosarcoma	ENSG00000140443	FALSE	Phase I Clinical Trial	2003-06-03	Phase II Clinical Trial	IGF1R
Leiomyosarcoma	ENSG00000140538	FALSE	Phase II Clinical Trial	2011-03-24	Absent	NTRK3
Leiomyosarcoma	ENSG00000143384	FALSE	Phase I Clinical Trial	2002-05-27	Phase I Clinical Trial	MCL1
Leiomyosarcoma	ENSG00000148053	FALSE	Phase II Clinical Trial	2011-03-24	Absent	NTRK2
Leiomyosarcoma	ENSG00000157404	FALSE	Phase III Clinical Trial	2001-04-03	Phase III Clinical Trial	KIT
Leiomyosarcoma	ENSG00000157764	FALSE	Phase III Clinical Trial	2001-04-03	Phase III Clinical Trial	BRAF
Leiomyosarcoma	ENSG00000165731	FALSE	unknown	2004-08-09	Phase I Clinical Trial	RET
Leiomyosarcoma	ENSG00000166851	FALSE	Phase I Clinical Trial	2002-05-27	Phase I Clinical Trial	PLK1
Leiomyosarcoma	ENSG00000169032	FALSE	Phase I Clinical Trial	2003-06-09	Unused	MAP2K1
Leiomyosarcoma	ENSG00000171094	FALSE	Phase II Clinical Trial	2011-03-24	Absent	ALK
Leiomyosarcoma	ENSG00000197122	FALSE	Phase II Clinical Trial	2002-11-12	Unused	SRC
Leiomyosarcoma	ENSG00000198400	FALSE	Phase II Clinical Trial	2011-03-24	Absent	NTRK1
Leiomyosarcoma	ENSG00000198793	FALSE	Phase II Clinical Trial	NA	Phase II Clinical Trial	MTOR
Leiomyosarcoma	ENSG00000198900	FALSE	unknown	1993-07-15	Unused	TOP1
Leiomyosarcoma	ENSG00000259207	FALSE	unknown	1995-01-15	Unused	ITGB3
Leishmaniasis	ENSG00000080644	FALSE	Phase I Clinical Trial	2012-11-02	Preclinical	CHRNA3
Leishmaniasis	ENSG00000111679	TRUE	Approved	2005-08-19	Approved	PTPN6
Leishmaniasis	ENSG00000117971	FALSE	Phase I Clinical Trial	2012-11-02	Preclinical	CHRNB4
Leishmaniasis	ENSG00000136869	FALSE	Preclinical	2010-07-24	Unused	TLR4
Leishmaniasis	ENSG00000137462	FALSE	Preclinical	2010-07-24	Unused	TLR2
Leishmaniasis	ENSG00000141510	FALSE	Preclinical	2011-08-04	Absent	TP53
Leishmaniasis	ENSG00000156508	FALSE	Preclinical	2013-03-02	Preclinical	EEF1A1
Leishmaniasis	ENSG00000179295	TRUE	Approved	2005-08-19	Approved	PTPN11
Leishmaniasis	ENSG00000196396	TRUE	Approved	2005-08-19	Approved	PTPN1
Leishmaniasis	ENSG00000260314	FALSE	Preclinical	2017-08-16	Absent	MRC1
Leprosy	ENSG00000086205	FALSE	Approved	NA	Absent	FOLH1
Leprosy	ENSG00000134460	FALSE	Approved	2013-01-18	Unused	IL2RA
Lesch-Nyhan Syndrome	ENSG00000169676	FALSE	Phase III Clinical Trial	NA	Phase III Clinical Trial	DRD5
Lesch-Nyhan Syndrome	ENSG00000184845	FALSE	Phase III Clinical Trial	NA	Phase III Clinical Trial	DRD1
Lesch-Nyhan Syndrome	ENSG00000196839	FALSE	Preclinical	NA	Unused	ADA
Lesch-Nyhan Syndrome	ENSG00000198805	FALSE	Preclinical	NA	Unused	PNP
Leukemia	ENSG00000004468	FALSE	Preclinical	2002-05-21	Unused	CD38
Leukemia	ENSG00000004487	FALSE	Preclinical	2016-10-26	Absent	KDM1A
Leukemia	ENSG00000010610	FALSE	Preclinical	NA	Absent	CD4
Leukemia	ENSG00000012124	FALSE	Phase II Clinical Trial	2006-09-05	Phase II Clinical Trial	CD22
Leukemia	ENSG00000026508	FALSE	Preclinical	2001-08-13	Unused	CD44
Leukemia	ENSG00000027697	FALSE	Approved	NA	Unused	IFNGR1
Leukemia	ENSG00000037280	FALSE	unknown	2005-06-27	Absent	FLT4
Leukemia	ENSG00000066468	FALSE	unknown	2005-06-27	Absent	FGFR2
Leukemia	ENSG00000068078	FALSE	unknown	2005-06-27	Absent	FGFR3
Leukemia	ENSG00000070501	TRUE	Approved	2002-07-09	Approved	POLB
Leukemia	ENSG00000077238	FALSE	Preclinical	1991-04-15	Unused	IL4R
Leukemia	ENSG00000077782	FALSE	unknown	2005-06-27	Absent	FGFR1
Leukemia	ENSG00000080824	FALSE	Preclinical	2015-02-06	Absent	HSP90AA1
Leukemia	ENSG00000082701	FALSE	Preclinical	2010-06-30	Unused	GSK3B
Leukemia	ENSG00000085563	FALSE	unknown	1996-05-15	Unused	ABCB1
Leukemia	ENSG00000087586	FALSE	unknown	2005-06-27	Absent	AURKA
Leukemia	ENSG00000090534	FALSE	Preclinical	2004-09-14	Unused	THPO
Leukemia	ENSG00000091831	FALSE	Preclinical	2010-02-19	Unused	ESR1
Leukemia	ENSG00000094631	FALSE	Preclinical	2010-08-16	Preclinical	HDAC6
Leukemia	ENSG00000096968	FALSE	Preclinical	1994-12-15	Unused	JAK2
Leukemia	ENSG00000097007	FALSE	Phase II Clinical Trial	1996-06-15	Unused	ABL1
Leukemia	ENSG00000100385	FALSE	Preclinical	2008-07-24	Unused	IL2RB
Leukemia	ENSG00000100429	FALSE	Preclinical	2010-08-16	Preclinical	HDAC10
Leukemia	ENSG00000100644	FALSE	unknown	2003-05-16	Unused	HIF1A
Leukemia	ENSG00000101868	TRUE	Approved	1997-04-15	Approved	POLA1
Leukemia	ENSG00000102096	FALSE	unknown	2006-11-29	Unused	PIM2
Leukemia	ENSG00000102755	FALSE	unknown	1994-03-15	Phase II Clinical Trial	FLT1
Leukemia	ENSG00000104894	FALSE	Preclinical	2016-02-03	Absent	CD37
Leukemia	ENSG00000105329	FALSE	Preclinical	2015-06-16	Absent	TGFB1
Leukemia	ENSG00000105383	FALSE	unknown	2016-02-16	Absent	CD33
Leukemia	ENSG00000105639	FALSE	Preclinical	1999-07-20	Unused	JAK3
Leukemia	ENSG00000105810	FALSE	Preclinical	2015-12-22	Absent	CDK6
